participant,score,space,condition,f0
30,4,outer,incongruent,659.3
30,1,outer,incongruent,587.3
30,5,outer,incongruent,523.3
30,5,outer,incongruent,659.3
30,3,outer,incongruent,622.3
30,3,outer,incongruent,523.3
30,3,outer,incongruent,370
30,5,outer,incongruent,370
30,4,outer,incongruent,523.3
30,2,outer,incongruent,370
30,5,outer,incongruent,698.5
30,4,outer,incongruent,587.3
30,6,outer,incongruent,1244.5
30,6,outer,incongruent,1046.5
30,6,outer,incongruent,1108.7
30,5,outer,incongruent,1046.5
30,6,outer,incongruent,1568
30,5,outer,incongruent,1568
30,5,outer,incongruent,1568
30,5,outer,incongruent,830.6
30,5,outer,incongruent,329.6
30,1,outer,incongruent,233.1
30,3,outer,incongruent,370
30,3,outer,incongruent,233.1
30,5,outer,incongruent,659.3
30,4,outer,incongruent,622.3
30,5,outer,incongruent,698.5
30,5,outer,incongruent,554.4
30,4,inner,fixed,293.7
30,3,inner,fixed,293.7
30,2,inner,fixed,293.7
30,3,inner,fixed,293.7
30,3,inner,fixed,293.7
30,2,inner,fixed,293.7
30,2,inner,fixed,293.7
30,2,inner,fixed,293.7
30,3,inner,fixed,293.7
30,4,inner,fixed,293.7
30,3,inner,fixed,293.7
30,2,inner,fixed,293.7
30,3,inner,fixed,293.7
30,3,inner,fixed,293.7
30,3,inner,fixed,293.7
30,3,inner,fixed,293.7
30,5,inner,fixed,293.7
30,2,inner,fixed,293.7
30,3,inner,fixed,293.7
30,3,inner,fixed,293.7
30,4,inner,fixed,293.7
30,5,inner,fixed,293.7
30,4,inner,fixed,293.7
30,4,inner,fixed,293.7
30,3,inner,fixed,293.7
30,4,inner,fixed,293.7
30,5,inner,fixed,293.7
30,4,inner,fixed,293.7
30,4,inner,fixed,293.7
30,4,inner,fixed,293.7
30,4,inner,fixed,293.7
30,5,inner,fixed,293.7
30,4,inner,fixed,293.7
30,5,inner,fixed,293.7
30,4,inner,fixed,293.7
30,4,inner,fixed,293.7
30,3,inner,fixed,293.7
30,5,inner,fixed,293.7
30,5,inner,fixed,293.7
30,4,inner,fixed,293.7
30,5,inner,fixed,293.7
30,5,inner,fixed,293.7
30,4,inner,fixed,293.7
30,6,inner,fixed,293.7
30,4,inner,fixed,293.7
30,5,outer,fixed,293.7
30,3,outer,fixed,293.7
30,2,outer,fixed,293.7
30,2,outer,fixed,293.7
30,2,outer,fixed,293.7
30,3,outer,fixed,293.7
30,3,outer,fixed,293.7
30,3,outer,fixed,293.7
30,4,outer,fixed,293.7
30,4,outer,fixed,293.7
30,6,outer,fixed,293.7
30,4,outer,fixed,293.7
30,5,outer,fixed,293.7
30,6,outer,fixed,293.7
30,3,outer,fixed,293.7
30,2,outer,fixed,293.7
30,4,outer,fixed,293.7
30,3,outer,fixed,293.7
30,3,outer,fixed,293.7
30,4,outer,fixed,293.7
30,5,outer,fixed,293.7
30,3,outer,fixed,293.7
30,3,outer,fixed,293.7
30,4,outer,fixed,293.7
30,4,outer,fixed,293.7
30,5,outer,fixed,293.7
30,4,outer,fixed,293.7
30,5,outer,fixed,293.7
30,2,outer,fixed,293.7
30,2,outer,fixed,293.7
30,2,outer,fixed,293.7
30,2,outer,fixed,293.7
30,4,outer,fixed,293.7
30,5,outer,fixed,293.7
30,6,outer,fixed,293.7
30,6,outer,fixed,293.7
31,3,inner,congruent,640.8
31,1,inner,congruent,2253.9
31,3,inner,congruent,403.7
31,2,inner,congruent,320.4
31,4,inner,congruent,277.2
31,2,inner,congruent,623.3
31,3,inner,congruent,480
31,1,inner,congruent,719.2
31,4,inner,congruent,302.4
31,3,inner,congruent,233.1
31,1,inner,congruent,570.8
31,2,inner,congruent,938.6
31,4,inner,congruent,442
31,2,inner,congruent,185
31,3,inner,congruent,207.7
31,3,inner,congruent,381
31,3,inner,congruent,540.6
31,4,inner,congruent,246.9
31,4,inner,congruent,298.1
31,3,inner,congruent,87.5
31,5,inner,congruent,381
31,5,inner,congruent,416
31,5,inner,congruent,330.2
31,4,inner,congruent,588
31,4,inner,congruent,134.7
31,4,inner,congruent,415.3
31,5,inner,congruent,454.6
31,6,inner,congruent,132.8
31,5,inner,congruent,142.3
31,4,inner,congruent,95.6
31,6,inner,congruent,201.8
31,6,inner,congruent,315.8
31,3,inner,congruent,56.5
31,4,inner,congruent,131.4
31,4,inner,congruent,134.7
31,6,inner,congruent,170.3
31,6,inner,congruent,186.2
31,5,inner,congruent,169.7
31,4,inner,congruent,67.4
31,4,inner,congruent,84.9
31,5,inner,congruent,197.3
31,5,inner,congruent,169.7
31,5,inner,congruent,169.7
31,3,inner,congruent,93.9
31,3,inner,congruent,69.4
31,2,outer,congruent,591.3
31,1,outer,congruent,640.8
31,2,outer,congruent,640.8
31,1,outer,congruent,823.5
31,2,outer,congruent,623.3
31,2,outer,congruent,709
31,3,outer,congruent,440.7
31,1,outer,congruent,403.7
31,5,outer,congruent,179.8
31,6,outer,congruent,201.8
31,6,outer,congruent,226.5
31,6,outer,congruent,187.8
31,6,outer,congruent,197.3
31,6,outer,congruent,226.5
31,2,outer,congruent,320.4
31,1,outer,congruent,320.4
31,2,outer,congruent,226.5
31,2,outer,congruent,320.4
31,3,outer,congruent,171.4
31,3,outer,congruent,207.7
31,3,outer,congruent,95.2
31,4,outer,congruent,114.4
31,3,outer,congruent,106.9
31,4,outer,congruent,114.4
31,3,outer,congruent,77.9
31,3,outer,congruent,77.9
31,3,outer,congruent,77.9
31,5,outer,congruent,147.1
31,3,outer,congruent,360.8
31,1,outer,congruent,508.6
31,2,outer,congruent,320.4
31,2,outer,congruent,508.6
31,6,outer,congruent,179.8
31,6,outer,congruent,197.3
31,5,outer,congruent,174.6
31,6,outer,congruent,218.1
31,3,inner,incongruent,185
31,4,inner,incongruent,55
31,3,inner,incongruent,293.7
31,4,inner,incongruent,370
31,3,inner,incongruent,440
31,3,inner,incongruent,196
31,2,inner,incongruent,246.9
31,2,inner,incongruent,164.8
31,3,inner,incongruent,392
31,5,inner,incongruent,523.3
31,4,inner,incongruent,207.7
31,3,inner,incongruent,130.8
31,4,inner,incongruent,277.2
31,2,inner,incongruent,659.3
31,4,inner,incongruent,587.3
31,6,inner,incongruent,311.1
31,4,inner,incongruent,220
31,3,inner,incongruent,493.9
31,3,inner,incongruent,415.3
31,3,inner,incongruent,1396.9
31,4,inner,incongruent,311.1
31,5,inner,incongruent,293.7
31,3,inner,incongruent,370
31,5,inner,incongruent,207.7
31,4,inner,incongruent,880
31,4,inner,incongruent,293.7
31,5,inner,incongruent,261.6
31,4,inner,incongruent,932.3
31,4,inner,incongruent,880
31,3,inner,incongruent,1244.5
31,4,inner,incongruent,587.3
31,4,inner,incongruent,392
31,1,inner,incongruent,2217.5
31,4,inner,incongruent,932.3
31,5,inner,incongruent,880
31,4,inner,incongruent,698.5
31,2,inner,incongruent,659.3
31,5,inner,incongruent,698.5
31,1,inner,incongruent,1760
31,3,inner,incongruent,1396.9
31,4,inner,incongruent,622.3
31,5,inner,incongruent,698.5
31,5,inner,incongruent,698.5
31,3,inner,incongruent,1318.5
31,1,inner,incongruent,1760
31,2,outer,incongruent,207.7
31,3,outer,incongruent,185
31,2,outer,incongruent,185
31,3,outer,incongruent,146.8
31,3,outer,incongruent,196
31,3,outer,incongruent,174.6
31,5,outer,incongruent,277.2
31,3,outer,incongruent,293.7
31,2,outer,incongruent,659.3
31,1,outer,incongruent,587.3
31,3,outer,incongruent,523.3
31,1,outer,incongruent,659.3
31,2,outer,incongruent,622.3
31,3,outer,incongruent,523.3
31,3,outer,incongruent,370
31,1,outer,incongruent,370
31,4,outer,incongruent,523.3
31,3,outer,incongruent,370
31,4,outer,incongruent,698.5
31,4,outer,incongruent,587.3
31,3,outer,incongruent,1244.5
31,4,outer,incongruent,1046.5
31,1,outer,incongruent,1108.7
31,3,outer,incongruent,1046.5
31,3,outer,incongruent,1568
31,1,outer,incongruent,1568
31,4,outer,incongruent,1568
31,6,outer,incongruent,830.6
31,3,outer,incongruent,329.6
31,2,outer,incongruent,233.1
31,3,outer,incongruent,370
31,1,outer,incongruent,233.1
31,2,outer,incongruent,659.3
31,2,outer,incongruent,622.3
31,3,outer,incongruent,698.5
31,5,outer,incongruent,554.4
31,1,inner,fixed,293.7
31,2,inner,fixed,293.7
31,2,inner,fixed,293.7
31,3,inner,fixed,293.7
31,2,inner,fixed,293.7
31,2,inner,fixed,293.7
31,3,inner,fixed,293.7
31,2,inner,fixed,293.7
31,3,inner,fixed,293.7
31,3,inner,fixed,293.7
31,3,inner,fixed,293.7
31,4,inner,fixed,293.7
31,3,inner,fixed,293.7
31,3,inner,fixed,293.7
31,4,inner,fixed,293.7
31,4,inner,fixed,293.7
31,3,inner,fixed,293.7
31,3,inner,fixed,293.7
31,4,inner,fixed,293.7
31,3,inner,fixed,293.7
31,5,inner,fixed,293.7
31,4,inner,fixed,293.7
31,4,inner,fixed,293.7
31,2,inner,fixed,293.7
31,3,inner,fixed,293.7
31,5,inner,fixed,293.7
31,5,inner,fixed,293.7
31,3,inner,fixed,293.7
31,4,inner,fixed,293.7
31,4,inner,fixed,293.7
31,4,inner,fixed,293.7
31,4,inner,fixed,293.7
31,4,inner,fixed,293.7
31,4,inner,fixed,293.7
31,4,inner,fixed,293.7
31,5,inner,fixed,293.7
31,4,inner,fixed,293.7
31,4,inner,fixed,293.7
31,4,inner,fixed,293.7
31,4,inner,fixed,293.7
31,5,inner,fixed,293.7
31,5,inner,fixed,293.7
31,5,inner,fixed,293.7
31,4,inner,fixed,293.7
31,3,inner,fixed,293.7
31,2,outer,fixed,293.7
31,3,outer,fixed,293.7
31,2,outer,fixed,293.7
31,2,outer,fixed,293.7
31,1,outer,fixed,293.7
31,2,outer,fixed,293.7
31,4,outer,fixed,293.7
31,3,outer,fixed,293.7
31,6,outer,fixed,293.7
31,5,outer,fixed,293.7
31,5,outer,fixed,293.7
31,5,outer,fixed,293.7
31,5,outer,fixed,293.7
31,4,outer,fixed,293.7
31,2,outer,fixed,293.7
31,2,outer,fixed,293.7
31,2,outer,fixed,293.7
31,2,outer,fixed,293.7
31,2,outer,fixed,293.7
31,2,outer,fixed,293.7
31,4,outer,fixed,293.7
31,3,outer,fixed,293.7
31,4,outer,fixed,293.7
31,5,outer,fixed,293.7
31,4,outer,fixed,293.7
31,4,outer,fixed,293.7
31,4,outer,fixed,293.7
31,5,outer,fixed,293.7
31,2,outer,fixed,293.7
31,2,outer,fixed,293.7
31,2,outer,fixed,293.7
31,2,outer,fixed,293.7
31,5,outer,fixed,293.7
31,5,outer,fixed,293.7
31,6,outer,fixed,293.7
31,5,outer,fixed,293.7
32,1,inner,congruent,640.8
32,2,inner,congruent,2253.9
32,4,inner,congruent,403.7
32,3,inner,congruent,320.4
32,4,inner,congruent,277.2
32,1,inner,congruent,623.3
32,2,inner,congruent,480
32,1,inner,congruent,719.2
32,2,inner,congruent,302.4
32,4,inner,congruent,233.1
32,1,inner,congruent,570.8
32,1,inner,congruent,938.6
32,3,inner,congruent,442
32,4,inner,congruent,185
32,4,inner,congruent,207.7
32,4,inner,congruent,381
32,1,inner,congruent,540.6
32,4,inner,congruent,246.9
32,4,inner,congruent,298.1
32,5,inner,congruent,87.5
32,3,inner,congruent,381
32,5,inner,congruent,416
32,4,inner,congruent,330.2
32,4,inner,congruent,588
32,4,inner,congruent,134.7
32,3,inner,congruent,415.3
32,2,inner,congruent,454.6
32,4,inner,congruent,132.8
32,5,inner,congruent,142.3
32,4,inner,congruent,95.6
32,6,inner,congruent,201.8
32,4,inner,congruent,315.8
32,3,inner,congruent,56.5
32,5,inner,congruent,131.4
32,4,inner,congruent,134.7
32,4,inner,congruent,170.3
32,5,inner,congruent,186.2
32,5,inner,congruent,169.7
32,5,inner,congruent,67.4
32,6,inner,congruent,84.9
32,5,inner,congruent,197.3
32,5,inner,congruent,169.7
32,5,inner,congruent,169.7
32,5,inner,congruent,93.9
32,5,inner,congruent,69.4
32,1,outer,congruent,591.3
32,1,outer,congruent,640.8
32,1,outer,congruent,640.8
32,1,outer,congruent,823.5
32,1,outer,congruent,623.3
32,1,outer,congruent,709
32,1,outer,congruent,440.7
32,1,outer,congruent,403.7
32,5,outer,congruent,179.8
32,6,outer,congruent,201.8
32,3,outer,congruent,226.5
32,5,outer,congruent,187.8
32,4,outer,congruent,197.3
32,5,outer,congruent,226.5
32,3,outer,congruent,320.4
32,2,outer,congruent,320.4
32,3,outer,congruent,226.5
32,3,outer,congruent,320.4
32,3,outer,congruent,171.4
32,3,outer,congruent,207.7
32,4,outer,congruent,95.2
32,3,outer,congruent,114.4
32,3,outer,congruent,106.9
32,4,outer,congruent,114.4
32,3,outer,congruent,77.9
32,4,outer,congruent,77.9
32,6,outer,congruent,77.9
32,6,outer,congruent,147.1
32,2,outer,congruent,360.8
32,1,outer,congruent,508.6
32,3,outer,congruent,320.4
32,2,outer,congruent,508.6
32,5,outer,congruent,179.8
32,6,outer,congruent,197.3
32,4,outer,congruent,174.6
32,5,outer,congruent,218.1
32,2,inner,incongruent,185
32,2,inner,incongruent,55
32,3,inner,incongruent,293.7
32,4,inner,incongruent,370
32,5,inner,incongruent,440
32,3,inner,incongruent,196
32,3,inner,incongruent,246.9
32,3,inner,incongruent,164.8
32,4,inner,incongruent,392
32,3,inner,incongruent,523.3
32,3,inner,incongruent,207.7
32,5,inner,incongruent,130.8
32,4,inner,incongruent,277.2
32,3,inner,incongruent,659.3
32,4,inner,incongruent,587.3
32,2,inner,incongruent,311.1
32,3,inner,incongruent,220
32,2,inner,incongruent,493.9
32,5,inner,incongruent,415.3
32,2,inner,incongruent,1396.9
32,5,inner,incongruent,311.1
32,5,inner,incongruent,293.7
32,2,inner,incongruent,370
32,4,inner,incongruent,207.7
32,3,inner,incongruent,880
32,4,inner,incongruent,293.7
32,4,inner,incongruent,261.6
32,2,inner,incongruent,932.3
32,3,inner,incongruent,880
32,4,inner,incongruent,1244.5
32,1,inner,incongruent,587.3
32,4,inner,incongruent,392
32,1,inner,incongruent,2217.5
32,4,inner,incongruent,932.3
32,2,inner,incongruent,880
32,3,inner,incongruent,698.5
32,3,inner,incongruent,659.3
32,3,inner,incongruent,698.5
32,2,inner,incongruent,1760
32,2,inner,incongruent,1396.9
32,2,inner,incongruent,622.3
32,4,inner,incongruent,698.5
32,4,inner,incongruent,698.5
32,3,inner,incongruent,1318.5
32,2,inner,incongruent,1760
32,3,outer,incongruent,207.7
32,2,outer,incongruent,185
32,2,outer,incongruent,185
32,2,outer,incongruent,146.8
32,2,outer,incongruent,196
32,3,outer,incongruent,174.6
32,4,outer,incongruent,277.2
32,3,outer,incongruent,293.7
32,1,outer,incongruent,659.3
32,1,outer,incongruent,587.3
32,4,outer,incongruent,523.3
32,1,outer,incongruent,659.3
32,3,outer,incongruent,622.3
32,3,outer,incongruent,523.3
32,3,outer,incongruent,370
32,3,outer,incongruent,370
32,2,outer,incongruent,523.3
32,4,outer,incongruent,370
32,4,outer,incongruent,698.5
32,2,outer,incongruent,587.3
32,3,outer,incongruent,1244.5
32,4,outer,incongruent,1046.5
32,3,outer,incongruent,1108.7
32,2,outer,incongruent,1046.5
32,3,outer,incongruent,1568
32,2,outer,incongruent,1568
32,3,outer,incongruent,1568
32,1,outer,incongruent,830.6
32,3,outer,incongruent,329.6
32,2,outer,incongruent,233.1
32,4,outer,incongruent,370
32,2,outer,incongruent,233.1
32,3,outer,incongruent,659.3
32,3,outer,incongruent,622.3
32,4,outer,incongruent,698.5
32,3,outer,incongruent,554.4
32,3,inner,fixed,293.7
32,2,inner,fixed,293.7
32,2,inner,fixed,293.7
32,3,inner,fixed,293.7
32,4,inner,fixed,293.7
32,1,inner,fixed,293.7
32,2,inner,fixed,293.7
32,3,inner,fixed,293.7
32,3,inner,fixed,293.7
32,2,inner,fixed,293.7
32,4,inner,fixed,293.7
32,3,inner,fixed,293.7
32,3,inner,fixed,293.7
32,4,inner,fixed,293.7
32,4,inner,fixed,293.7
32,3,inner,fixed,293.7
32,3,inner,fixed,293.7
32,3,inner,fixed,293.7
32,3,inner,fixed,293.7
32,4,inner,fixed,293.7
32,5,inner,fixed,293.7
32,4,inner,fixed,293.7
32,4,inner,fixed,293.7
32,4,inner,fixed,293.7
32,3,inner,fixed,293.7
32,5,inner,fixed,293.7
32,4,inner,fixed,293.7
32,4,inner,fixed,293.7
32,4,inner,fixed,293.7
32,4,inner,fixed,293.7
32,3,inner,fixed,293.7
32,5,inner,fixed,293.7
32,3,inner,fixed,293.7
32,5,inner,fixed,293.7
32,4,inner,fixed,293.7
32,5,inner,fixed,293.7
32,4,inner,fixed,293.7
32,5,inner,fixed,293.7
32,5,inner,fixed,293.7
32,4,inner,fixed,293.7
32,5,inner,fixed,293.7
32,5,inner,fixed,293.7
32,5,inner,fixed,293.7
32,3,inner,fixed,293.7
32,4,inner,fixed,293.7
32,1,outer,fixed,293.7
32,1,outer,fixed,293.7
32,1,outer,fixed,293.7
32,2,outer,fixed,293.7
32,2,outer,fixed,293.7
32,2,outer,fixed,293.7
32,3,outer,fixed,293.7
32,3,outer,fixed,293.7
32,6,outer,fixed,293.7
32,4,outer,fixed,293.7
32,4,outer,fixed,293.7
32,4,outer,fixed,293.7
32,4,outer,fixed,293.7
32,4,outer,fixed,293.7
32,2,outer,fixed,293.7
32,2,outer,fixed,293.7
32,1,outer,fixed,293.7
32,2,outer,fixed,293.7
32,2,outer,fixed,293.7
32,3,outer,fixed,293.7
32,3,outer,fixed,293.7
32,3,outer,fixed,293.7
32,4,outer,fixed,293.7
32,4,outer,fixed,293.7
32,3,outer,fixed,293.7
32,3,outer,fixed,293.7
32,4,outer,fixed,293.7
32,4,outer,fixed,293.7
32,2,outer,fixed,293.7
32,1,outer,fixed,293.7
32,2,outer,fixed,293.7
32,2,outer,fixed,293.7
32,4,outer,fixed,293.7
32,5,outer,fixed,293.7
32,4,outer,fixed,293.7
32,4,outer,fixed,293.7
33,2,inner,congruent,640.8
33,3,inner,congruent,2253.9
33,4,inner,congruent,403.7
33,4,inner,congruent,320.4
33,2,inner,congruent,277.2
33,4,inner,congruent,623.3
33,4,inner,congruent,480
33,5,inner,congruent,719.2
33,3,inner,congruent,302.4
33,2,inner,congruent,233.1
33,5,inner,congruent,570.8
33,4,inner,congruent,938.6
33,5,inner,congruent,442
33,1,inner,congruent,185
33,3,inner,congruent,207.7
33,4,inner,congruent,381
33,5,inner,congruent,540.6
33,4,inner,congruent,246.9
33,3,inner,congruent,298.1
33,2,inner,congruent,87.5
33,2,inner,congruent,381
33,4,inner,congruent,416
33,4,inner,congruent,330.2
33,5,inner,congruent,588
33,2,inner,congruent,134.7
33,5,inner,congruent,415.3
33,4,inner,congruent,454.6
33,2,inner,congruent,132.8
33,2,inner,congruent,142.3
33,3,inner,congruent,95.6
33,2,inner,congruent,201.8
33,6,inner,congruent,315.8
33,1,inner,congruent,56.5
33,3,inner,congruent,131.4
33,2,inner,congruent,134.7
33,3,inner,congruent,170.3
33,6,inner,congruent,186.2
33,3,inner,congruent,169.7
33,2,inner,congruent,67.4
33,3,inner,congruent,84.9
33,3,inner,congruent,197.3
33,5,inner,congruent,169.7
33,3,inner,congruent,169.7
33,2,inner,congruent,93.9
33,2,inner,congruent,69.4
33,1,outer,congruent,591.3
33,3,outer,congruent,640.8
33,1,outer,congruent,640.8
33,2,outer,congruent,823.5
33,3,outer,congruent,623.3
33,2,outer,congruent,709
33,5,outer,congruent,440.7
33,4,outer,congruent,403.7
33,4,outer,congruent,179.8
33,3,outer,congruent,201.8
33,4,outer,congruent,226.5
33,4,outer,congruent,187.8
33,4,outer,congruent,197.3
33,4,outer,congruent,226.5
33,1,outer,congruent,320.4
33,3,outer,congruent,320.4
33,1,outer,congruent,226.5
33,5,outer,congruent,320.4
33,1,outer,congruent,171.4
33,3,outer,congruent,207.7
33,2,outer,congruent,95.2
33,2,outer,congruent,114.4
33,1,outer,congruent,106.9
33,2,outer,congruent,114.4
33,2,outer,congruent,77.9
33,2,outer,congruent,77.9
33,3,outer,congruent,77.9
33,4,outer,congruent,147.1
33,3,outer,congruent,360.8
33,2,outer,congruent,508.6
33,2,outer,congruent,320.4
33,4,outer,congruent,508.6
33,3,outer,congruent,179.8
33,3,outer,congruent,197.3
33,4,outer,congruent,174.6
33,5,outer,congruent,218.1
33,3,inner,incongruent,185
33,2,inner,incongruent,55
33,4,inner,incongruent,293.7
33,2,inner,incongruent,370
33,4,inner,incongruent,440
33,2,inner,incongruent,196
33,3,inner,incongruent,246.9
33,2,inner,incongruent,164.8
33,3,inner,incongruent,392
33,5,inner,incongruent,523.3
33,4,inner,incongruent,207.7
33,3,inner,incongruent,130.8
33,4,inner,incongruent,277.2
33,4,inner,incongruent,659.3
33,5,inner,incongruent,587.3
33,3,inner,incongruent,311.1
33,4,inner,incongruent,220
33,5,inner,incongruent,493.9
33,4,inner,incongruent,415.3
33,5,inner,incongruent,1396.9
33,4,inner,incongruent,311.1
33,4,inner,incongruent,293.7
33,4,inner,incongruent,370
33,1,inner,incongruent,207.7
33,6,inner,incongruent,880
33,4,inner,incongruent,293.7
33,3,inner,incongruent,261.6
33,5,inner,incongruent,932.3
33,5,inner,incongruent,880
33,5,inner,incongruent,1244.5
33,3,inner,incongruent,587.3
33,2,inner,incongruent,392
33,3,inner,incongruent,2217.5
33,5,inner,incongruent,932.3
33,5,inner,incongruent,880
33,6,inner,incongruent,698.5
33,4,inner,incongruent,659.3
33,5,inner,incongruent,698.5
33,5,inner,incongruent,1760
33,4,inner,incongruent,1396.9
33,4,inner,incongruent,622.3
33,5,inner,incongruent,698.5
33,5,inner,incongruent,698.5
33,5,inner,incongruent,1318.5
33,2,inner,incongruent,1760
33,3,outer,incongruent,207.7
33,1,outer,incongruent,185
33,1,outer,incongruent,185
33,1,outer,incongruent,146.8
33,3,outer,incongruent,196
33,2,outer,incongruent,174.6
33,2,outer,incongruent,277.2
33,4,outer,incongruent,293.7
33,3,outer,incongruent,659.3
33,3,outer,incongruent,587.3
33,2,outer,incongruent,523.3
33,5,outer,incongruent,659.3
33,4,outer,incongruent,622.3
33,3,outer,incongruent,523.3
33,3,outer,incongruent,370
33,3,outer,incongruent,370
33,3,outer,incongruent,523.3
33,3,outer,incongruent,370
33,4,outer,incongruent,698.5
33,4,outer,incongruent,587.3
33,6,outer,incongruent,1244.5
33,4,outer,incongruent,1046.5
33,5,outer,incongruent,1108.7
33,4,outer,incongruent,1046.5
33,5,outer,incongruent,1568
33,4,outer,incongruent,1568
33,5,outer,incongruent,1568
33,6,outer,incongruent,830.6
33,2,outer,incongruent,329.6
33,1,outer,incongruent,233.1
33,3,outer,incongruent,370
33,2,outer,incongruent,233.1
33,2,outer,incongruent,659.3
33,5,outer,incongruent,622.3
33,4,outer,incongruent,698.5
33,5,outer,incongruent,554.4
33,1,inner,fixed,293.7
33,1,inner,fixed,293.7
33,2,inner,fixed,293.7
33,1,inner,fixed,293.7
33,1,inner,fixed,293.7
33,1,inner,fixed,293.7
33,1,inner,fixed,293.7
33,2,inner,fixed,293.7
33,1,inner,fixed,293.7
33,3,inner,fixed,293.7
33,2,inner,fixed,293.7
33,3,inner,fixed,293.7
33,2,inner,fixed,293.7
33,1,inner,fixed,293.7
33,3,inner,fixed,293.7
33,2,inner,fixed,293.7
33,1,inner,fixed,293.7
33,4,inner,fixed,293.7
33,5,inner,fixed,293.7
33,1,inner,fixed,293.7
33,2,inner,fixed,293.7
33,3,inner,fixed,293.7
33,2,inner,fixed,293.7
33,2,inner,fixed,293.7
33,3,inner,fixed,293.7
33,2,inner,fixed,293.7
33,2,inner,fixed,293.7
33,2,inner,fixed,293.7
33,1,inner,fixed,293.7
33,5,inner,fixed,293.7
33,3,inner,fixed,293.7
33,2,inner,fixed,293.7
33,3,inner,fixed,293.7
33,2,inner,fixed,293.7
33,2,inner,fixed,293.7
33,1,inner,fixed,293.7
33,2,inner,fixed,293.7
33,4,inner,fixed,293.7
33,3,inner,fixed,293.7
33,2,inner,fixed,293.7
33,3,inner,fixed,293.7
33,3,inner,fixed,293.7
33,3,inner,fixed,293.7
33,2,inner,fixed,293.7
33,4,inner,fixed,293.7
33,1,outer,fixed,293.7
33,1,outer,fixed,293.7
33,1,outer,fixed,293.7
33,1,outer,fixed,293.7
33,2,outer,fixed,293.7
33,1,outer,fixed,293.7
33,1,outer,fixed,293.7
33,1,outer,fixed,293.7
33,3,outer,fixed,293.7
33,1,outer,fixed,293.7
33,4,outer,fixed,293.7
33,1,outer,fixed,293.7
33,4,outer,fixed,293.7
33,2,outer,fixed,293.7
33,1,outer,fixed,293.7
33,1,outer,fixed,293.7
33,5,outer,fixed,293.7
33,5,outer,fixed,293.7
33,1,outer,fixed,293.7
33,4,outer,fixed,293.7
33,2,outer,fixed,293.7
33,2,outer,fixed,293.7
33,2,outer,fixed,293.7
33,2,outer,fixed,293.7
33,3,outer,fixed,293.7
33,4,outer,fixed,293.7
33,2,outer,fixed,293.7
33,1,outer,fixed,293.7
33,1,outer,fixed,293.7
33,1,outer,fixed,293.7
33,5,outer,fixed,293.7
33,1,outer,fixed,293.7
33,1,outer,fixed,293.7
33,2,outer,fixed,293.7
33,2,outer,fixed,293.7
33,4,outer,fixed,293.7
34,1,inner,congruent,640.8
34,1,inner,congruent,2253.9
34,4,inner,congruent,403.7
34,4,inner,congruent,320.4
34,2,inner,congruent,277.2
34,3,inner,congruent,623.3
34,4,inner,congruent,480
34,3,inner,congruent,719.2
34,3,inner,congruent,302.4
34,4,inner,congruent,233.1
34,3,inner,congruent,570.8
34,2,inner,congruent,938.6
34,5,inner,congruent,442
34,4,inner,congruent,185
34,4,inner,congruent,207.7
34,4,inner,congruent,381
34,4,inner,congruent,540.6
34,3,inner,congruent,246.9
34,5,inner,congruent,298.1
34,2,inner,congruent,87.5
34,3,inner,congruent,381
34,5,inner,congruent,416
34,3,inner,congruent,330.2
34,4,inner,congruent,588
34,4,inner,congruent,134.7
34,4,inner,congruent,415.3
34,5,inner,congruent,454.6
34,4,inner,congruent,132.8
34,5,inner,congruent,142.3
34,4,inner,congruent,95.6
34,4,inner,congruent,201.8
34,4,inner,congruent,315.8
34,2,inner,congruent,56.5
34,4,inner,congruent,131.4
34,4,inner,congruent,134.7
34,4,inner,congruent,170.3
34,4,inner,congruent,186.2
34,4,inner,congruent,169.7
34,3,inner,congruent,67.4
34,4,inner,congruent,84.9
34,4,inner,congruent,197.3
34,4,inner,congruent,169.7
34,4,inner,congruent,169.7
34,3,inner,congruent,93.9
34,3,inner,congruent,69.4
34,1,outer,congruent,591.3
34,1,outer,congruent,640.8
34,3,outer,congruent,640.8
34,1,outer,congruent,823.5
34,3,outer,congruent,623.3
34,1,outer,congruent,709
34,4,outer,congruent,440.7
34,2,outer,congruent,403.7
34,5,outer,congruent,179.8
34,2,outer,congruent,201.8
34,4,outer,congruent,226.5
34,4,outer,congruent,187.8
34,2,outer,congruent,197.3
34,6,outer,congruent,226.5
34,1,outer,congruent,320.4
34,2,outer,congruent,320.4
34,3,outer,congruent,226.5
34,4,outer,congruent,320.4
34,3,outer,congruent,171.4
34,3,outer,congruent,207.7
34,3,outer,congruent,95.2
34,3,outer,congruent,114.4
34,3,outer,congruent,106.9
34,4,outer,congruent,114.4
34,2,outer,congruent,77.9
34,3,outer,congruent,77.9
34,4,outer,congruent,77.9
34,3,outer,congruent,147.1
34,2,outer,congruent,360.8
34,1,outer,congruent,508.6
34,2,outer,congruent,320.4
34,2,outer,congruent,508.6
34,4,outer,congruent,179.8
34,5,outer,congruent,197.3
34,4,outer,congruent,174.6
34,3,outer,congruent,218.1
34,3,inner,incongruent,185
34,2,inner,incongruent,55
34,4,inner,incongruent,293.7
34,4,inner,incongruent,370
34,4,inner,incongruent,440
34,2,inner,incongruent,196
